AGENT;ID;AGE;SEXE;AGE4T;PROF;RS4;HABITAT;Revenu;CP;POI  DS;PROF;RS4;probinf;probsup
AG127;3011;43;Homme;30-44 ans;Autre inactif;Oui;Appartement;5;20600;1,199545;9;2;0.5;0.5
AG132;3278;43;Homme;30-44 ans;Cadre, profession intellectuelle superieure, profession liberale;Non;Appartement;5;56100;0,972655;3;2;0.36;0.99
AG133;3278;43;Homme;30-44 ans;Cadre, profession intellectuelle superieure, profession liberale;Non;Appartement;5;56100;0,972655;3;1;0.36;0.99
AG169;4062;37;Homme;30-44 ans;Cadre, profession intellectuelle superieure, profession liberale;Non;Appartement;7;56100;0,972655;3;2;0.36;0.99
AG215;4948;42;Homme;30-44 ans;Cadre, profession intellectuelle superieure, profession liberale;Non;Appartement;8;69007;0,940204;3;2;0.36;0.99
AG216;4948;42;Homme;30-44 ans;Cadre, profession intellectuelle superieure, profession liberale;Non;Appartement;8;69007;0,940204;3;2;0.36;0.99
AG227;5254;42;Homme;30-44 ans;Cadre, profession intellectuelle superieure, profession liberale;Non;Appartement;7;69300;0,940204;3;2;0.36;0.99
AG818;20309;34;Homme;30-44 ans;Cadre, profession intellectuelle superieure, profession liberale;Non;Appartement;7;33400;0,972655;3;0;0.36;0.99
AG819;20309;34;Homme;30-44 ans;Cadre, profession intellectuelle superieure, profession liberale;Non;Appartement;7;33400;0,972655;3;0;0.36;0.99
AG1364;33660;42;Homme;30-44 ans;Cadre, profession intellectuelle superieure, profession liberale;Non;Appartement;7;13010;0,951535;3;0;0.36;0.99
AG1365;33660;42;Homme;30-44 ans;Cadre, profession intellectuelle superieure, profession liberale;Non;Appartement;7;13010;0,951535;3;0;0.36;0.99
AG1366;33694;38;Homme;30-44 ans;Cadre, profession intellectuelle superieure, profession liberale;Non;Appartement;7;69100;0,940204;3;0;0.36;0.99
AG1394;34402;42;Homme;30-44 ans;Cadre, profession intellectuelle superieure, profession liberale;Non;Appartement;7;69300;0,940204;3;0;0.36;0.99
AG1694;43066;42;Homme;30-44 ans;Cadre, profession intellectuelle superieure, profession liberale;Non;Appartement;8;91400;1,051443;3;0;0.36;0.99
AG349;8208;37;Homme;30-44 ans;Cadre, profession intellectuelle superieure, profession liberale;Non;Maison;7;44240;0,972655;3;1;0.21;0.99
AG350;8208;37;Homme;30-44 ans;Cadre, profession intellectuelle superieure, profession liberale;Non;Maison;7;44240;0,972655;3;1;0.21;0.99
AG496;10985;33;Homme;30-44 ans;Cadre, profession intellectuelle superieure, profession liberale;Non;Maison;7;60440;0,961356;3;2;0.21;0.99
AG537;11914;35;Homme;30-44 ans;Cadre, profession intellectuelle superieure, profession liberale;Non;Maison;7;77400;1,051443;3;2;0.21;0.99
AG1777;45722;40;Homme;30-44 ans;Cadre, profession intellectuelle superieure, profession liberale;Non;Maison;8;31000;0,972655;3;0;0.21;0.99
AG1936;51546;44;Homme;30-44 ans;Cadre, profession intellectuelle superieure, profession liberale;Non;Maison;4;22980;1,145098;3;0;0.21;0.99
AG285;6583;44;Homme;30-44 ans;Cadre, profession intellectuelle superieure, profession liberale;Oui;Appartement;8;94100;1,051443;3;2;0.36;0.99
AG286;6583;44;Homme;30-44 ans;Cadre, profession intellectuelle superieure, profession liberale;Oui;Appartement;8;94100;1,051443;3;2;0.36;0.99
AG1342;32508;44;Homme;30-44 ans;Cadre, profession intellectuelle superieure, profession liberale;Oui;Appartement;6;38260;0,961356;3;0;0.36;0.99
AG1478;37041;43;Homme;30-44 ans;Cadre, profession intellectuelle superieure, profession liberale;Oui;Appartement;7;34080;0,951535;3;0;0.36;0.99
AG1854;49069;40;Homme;30-44 ans;Cadre, profession intellectuelle superieure, profession liberale;Oui;Appartement;5;95300;1,051443;3;0;0.36;0.99
AG2300;62171;31;Homme;30-44 ans;Cadre, profession intellectuelle superieure, profession liberale;Oui;Appartement;6;51110;1,106893;3;0;0.36;0.99
AG791;20005;44;Homme;30-44 ans;Cadre, profession intellectuelle superieure, profession liberale;Oui;Maison;8;31860;0,972655;3;0;0.21;0.99
AG872;21325;42;Homme;30-44 ans;Cadre, profession intellectuelle superieure, profession liberale;Oui;Maison;7;35490;1,145098;3;0;0.21;0.99
AG1039;25128;38;Homme;30-44 ans;Cadre, profession intellectuelle superieure, profession liberale;Oui;Maison;7;75013;1,051443;3;0;0.21;0.99
AG1078;26407;42;Homme;30-44 ans;Cadre, profession intellectuelle superieure, profession liberale;Oui;Maison;7;44850;1,145098;3;0;0.21;0.99
AG1131;27894;43;Homme;30-44 ans;Cadre, profession intellectuelle superieure, profession liberale;Oui;Maison;7;35550;1,145098;3;0;0.21;0.99
AG1132;27894;43;Homme;30-44 ans;Cadre, profession intellectuelle superieure, profession liberale;Oui;Maison;7;35550;1,145098;3;0;0.21;0.99
AG1258;30481;43;Homme;30-44 ans;Cadre, profession intellectuelle superieure, profession liberale;Oui;Maison;7;2800;0,92385;3;0;0.21;0.99
AG1259;30481;43;Homme;30-44 ans;Cadre, profession intellectuelle superieure, profession liberale;Oui;Maison;7;2800;0,92385;3;0;0.21;0.99
AG2244;62118;37;Homme;30-44 ans;Cadre, profession intellectuelle superieure, profession liberale;Oui;Maison;6;72100;0,972655;3;0;0.21;0.99
AG2245;62118;37;Homme;30-44 ans;Cadre, profession intellectuelle superieure, profession liberale;Oui;Maison;6;72100;0,972655;3;0;0.21;0.99
AG1512;38413;37;Homme;30-44 ans;Commer̤ant, artisan, chef d'entreprise, travailleur independant;Non;Appartement;5;56200;1,145098;2;0;0.5;0.5
AG1686;42832;42;Homme;30-44 ans;Commer̤ant, artisan, chef d'entreprise, travailleur independant;Non;Maison;5;85400;0,994538;2;0;0.5;0.5
AG646;15180;32;Homme;30-44 ans;Commer̤ant, artisan, chef d'entreprise, travailleur independant;Oui;Appartement;4;75010;1,051443;2;0;0.5;0.5
AG1488;37421;35;Homme;30-44 ans;Commer̤ant, artisan, chef d'entreprise, travailleur independant;Oui;Maison;6;68210;1,106893;2;0;0.5;0.5
AG885;21578;34;Homme;30-44 ans;Eleve, etudiant;Non;Appartement;7;75005;1,348956;7;0;0.69;0.96
AG1538;39050;30;Homme;30-44 ans;Eleve, etudiant;Non;Maison;8;27690;1,18526;7;0;0.5;0.5
AG491;10886;33;Homme;30-44 ans;Employe, personnel de service;Non;Appartement;3;79000;0,927296;5;2;0.21;0.96
AG492;10886;33;Homme;30-44 ans;Employe, personnel de service;Non;Appartement;3;79000;0,927296;5;2;0.21;0.96
AG778;19765;39;Homme;30-44 ans;Employe, personnel de service;Non;Appartement;1;92190;1,020153;5;0;0.21;0.96
AG881;21447;36;Homme;30-44 ans;Employe, personnel de service;Non;Appartement;5;76610;0,912224;5;0;0.21;0.96
AG2083;56336;32;Homme;30-44 ans;Employe, personnel de service;Non;Appartement;5;33700;0,94371;5;0;0.21;0.96
AG2088;56374;32;Homme;30-44 ans;Employe, personnel de service;Non;Appartement;5;75002;1,020153;5;0;0.21;0.96
AG448;10130;41;Homme;30-44 ans;Employe, personnel de service;Non;Maison;7;29200;0,94371;5;2;0.2;0.96
AG658;15758;32;Homme;30-44 ans;Employe, personnel de service;Non;Maison;7;59491;0,912224;5;0;0.2;0.96
AG736;18518;35;Homme;30-44 ans;Employe, personnel de service;Non;Maison;5;59420;0,912224;5;0;0.2;0.96
AG807;20155;33;Homme;30-44 ans;Employe, personnel de service;Non;Maison;4;44490;0,94371;5;0;0.2;0.96
AG808;20155;33;Homme;30-44 ans;Employe, personnel de service;Non;Maison;4;44490;0,94371;5;0;0.2;0.96
AG820;20342;39;Homme;30-44 ans;Employe, personnel de service;Non;Maison;9;69290;0,912224;5;0;0.2;0.96
AG920;22492;35;Homme;30-44 ans;Employe, personnel de service;Non;Maison;7;29200;0,94371;5;0;0.2;0.96
AG921;22492;35;Homme;30-44 ans;Employe, personnel de service;Non;Maison;7;29200;0,94371;5;0;0.2;0.96
AG1402;34606;30;Homme;30-44 ans;Employe, personnel de service;Non;Maison;9;57645;1,073954;5;0;0.2;0.96
AG1759;44809;41;Homme;30-44 ans;Employe, personnel de service;Non;Maison;5;22200;0,927296;5;0;0.2;0.96
AG1857;49133;37;Homme;30-44 ans;Employe, personnel de service;Non;Maison;6;3140;1,073954;5;0;0.2;0.96
AG1361;33409;34;Homme;30-44 ans;Employe, personnel de service;Oui;Appartement;9;74100;0,912224;5;0;0.2;0.84
AG2087;56374;32;Homme;30-44 ans;Employe, personnel de service;Oui;Appartement;5;75002;1,020153;5;0;0.2;0.84
AG487;10834;40;Homme;30-44 ans;Employe, personnel de service;Oui;Maison;7;77390;1,073954;5;2;0.2;0.96
AG964;23278;38;Homme;30-44 ans;Employe, personnel de service;Oui;Maison;5;59554;0,896358;5;0;0.2;0.96
AG990;23876;41;Homme;30-44 ans;Employe, personnel de service;Oui;Maison;5;51510;1,073954;5;0;0.2;0.96
AG1101;27055;37;Homme;30-44 ans;Employe, personnel de service;Oui;Maison;5;81990;0,927296;5;0;0.2;0.96
AG1284;30999;40;Homme;30-44 ans;Employe, personnel de service;Oui;Maison;7;57880;0,932748;5;0;0.2;0.96
AG1285;30999;40;Homme;30-44 ans;Employe, personnel de service;Oui;Maison;7;57880;0,932748;5;0;0.2;0.96
AG1623;41319;40;Homme;30-44 ans;Employe, personnel de service;Oui;Maison;5;51000;0,896358;5;0;0.2;0.96
AG1624;41319;40;Homme;30-44 ans;Employe, personnel de service;Oui;Maison;5;51000;0,896358;5;0;0.2;0.96
AG1625;41319;40;Homme;30-44 ans;Employe, personnel de service;Oui;Maison;5;51000;0,896358;5;0;0.2;0.96
AG1813;46861;36;Homme;30-44 ans;Employe, personnel de service;Oui;Maison;2;59650;0,912224;5;0;0.2;0.96
AG1858;49133;37;Homme;30-44 ans;Employe, personnel de service;Oui;Maison;6;3140;1,073954;5;0;0.2;0.96
AG1963;52277;43;Homme;30-44 ans;Employe, personnel de service;Oui;Maison;6;3000;0,896358;5;0;0.2;0.96
AG1964;52277;43;Homme;30-44 ans;Employe, personnel de service;Oui;Maison;6;3000;0,896358;5;0;0.2;0.96
AG1983;52873;42;Homme;30-44 ans;Employe, personnel de service;Oui;Maison;5;55000;1,073954;5;0;0.2;0.96
AG147;3606;44;Homme;30-44 ans;Ouvrier, ouvirier agricole;Non;Appartement;2;75017;1,020153;6;2;0.5;0.5
AG1922;51170;33;Homme;30-44 ans;Ouvrier, ouvirier agricole;Non;Maison;6;81600;0,964942;6;0;0.5;0.5
AG2038;54767;34;Homme;30-44 ans;Ouvrier, ouvirier agricole;Non;Maison;4;59380;0,932748;6;0;0.5;0.5
AG443;10056;37;Homme;30-44 ans;Ouvrier, ouvirier agricole;Oui;Appartement;5;77600;1,020153;6;2;0.5;0.5
AG444;10056;37;Homme;30-44 ans;Ouvrier, ouvirier agricole;Oui;Appartement;5;77600;1,020153;6;2;0.5;0.5
AG529;11676;40;Homme;30-44 ans;Ouvrier, ouvirier agricole;Oui;Appartement;9;7000;0,964942;6;2;0.5;0.5
AG1162;28523;35;Homme;30-44 ans;Ouvrier, ouvirier agricole;Oui;Maison;3;49110;0,964942;6;0;0.5;0.5
AG1923;51170;33;Homme;30-44 ans;Ouvrier, ouvirier agricole;Oui;Maison;6;81600;0,964942;6;0;0.5;0.5
AG211;4772;42;Homme;30-44 ans;Profession intermediaire, contremątre;Non;Appartement;5;69005;0,940204;4;2;0.5;0.5
AG1122;27761;32;Homme;30-44 ans;Profession intermediaire, contremątre;Non;Appartement;4;73000;0,940204;4;0;0.5;0.5
AG1123;27761;32;Homme;30-44 ans;Profession intermediaire, contremątre;Non;Appartement;4;73000;0,940204;4;0;0.5;0.5
AG1263;30637;39;Homme;30-44 ans;Profession intermediaire, contremątre;Non;Appartement;5;64000;0,972655;4;0;0.5;0.5
AG1574;40021;34;Homme;30-44 ans;Profession intermediaire, contremątre;Non;Appartement;6;94800;1,051443;4;0;0.5;0.5
AG1575;40021;34;Homme;30-44 ans;Profession intermediaire, contremątre;Non;Appartement;6;94800;1,051443;4;0;0.5;0.5
AG1979;52858;43;Homme;30-44 ans;Profession intermediaire, contremątre;Non;Appartement;5;68870;0,961356;4;0;0.5;0.5
AG1980;52858;43;Homme;30-44 ans;Profession intermediaire, contremątre;Non;Appartement;5;68870;0,961356;4;0;0.5;0.5
AG958;23072;34;Homme;30-44 ans;Profession intermediaire, contremątre;Non;Maison;7;59100;0,940204;4;0;0.5;0.5
AG959;23072;34;Homme;30-44 ans;Profession intermediaire, contremątre;Non;Maison;7;59100;0,940204;4;0;0.5;0.5
AG960;23072;34;Homme;30-44 ans;Profession intermediaire, contremątre;Non;Maison;7;59100;0,940204;4;0;0.5;0.5
AG1062;25806;42;Homme;30-44 ans;Profession intermediaire, contremątre;Non;Maison;5;78200;1,051443;4;0;0.5;0.5
AG1358;33053;43;Homme;30-44 ans;Profession intermediaire, contremątre;Non;Maison;4;62610;0,961356;4;0;0.5;0.5
AG1726;43718;34;Homme;30-44 ans;Profession intermediaire, contremątre;Non;Maison;6;88110;0,961356;4;0;0.5;0.5
AG2061;55445;37;Homme;30-44 ans;Profession intermediaire, contremątre;Non;Maison;5;62810;1,106893;4;0;0.5;0.5
AG2117;57386;33;Homme;30-44 ans;Profession intermediaire, contremątre;Non;Maison;8;69340;0,940204;4;0;0.5;0.5
AG2118;57386;33;Homme;30-44 ans;Profession intermediaire, contremątre;Non;Maison;8;69340;0,940204;4;0;0.5;0.5
AG2269;62143;30;Homme;30-44 ans;Profession intermediaire, contremątre;Non;Maison;5;29000;0,955737;4;0;0.5;0.5
AG2348;62214;36;Homme;30-44 ans;Profession intermediaire, contremątre;Non;Maison;7;37150;0,972655;4;0;0.5;0.5
AG2349;62214;36;Homme;30-44 ans;Profession intermediaire, contremątre;Non;Maison;7;37150;0,972655;4;0;0.5;0.5
AG1087;26615;39;Homme;30-44 ans;Profession intermediaire, contremątre;Oui;Appartement;5;13015;0,951535;4;0;0.5;0.5
AG1819;47519;40;Homme;30-44 ans;Profession intermediaire, contremątre;Oui;Appartement;5;13001;0,951535;4;0;0.5;0.5
AG1978;52858;43;Homme;30-44 ans;Profession intermediaire, contremątre;Oui;Appartement;5;68870;0,961356;4;0;0.5;0.5
AG513;11449;42;Homme;30-44 ans;Profession intermediaire, contremątre;Oui;Maison;5;38640;0,940204;4;2;0.5;0.5
AG759;19052;38;Homme;30-44 ans;Profession intermediaire, contremątre;Oui;Maison;6;71320;1,106893;4;0;0.5;0.5
AG1051;25578;39;Homme;30-44 ans;Profession intermediaire, contremątre;Oui;Maison;7;80370;1,106893;4;0;0.5;0.5
AG1152;28261;33;Homme;30-44 ans;Profession intermediaire, contremątre;Oui;Maison;6;35400;0,955737;4;0;0.5;0.5
AG1247;30269;42;Homme;30-44 ans;Profession intermediaire, contremątre;Oui;Maison;7;73330;0,961356;4;0;0.5;0.5
AG1424;35202;36;Homme;30-44 ans;Profession intermediaire, contremątre;Oui;Maison;6;26260;1,145098;4;0;0.5;0.5
AG1425;35202;36;Homme;30-44 ans;Profession intermediaire, contremątre;Oui;Maison;6;26260;1,145098;4;0;0.5;0.5
AG2350;62214;36;Homme;30-44 ans;Profession intermediaire, contremątre;Oui;Maison;7;37150;0,972655;4;0;0.5;0.5
AG198;4502;53;Homme;45-59 ans;Agriculteur, exploitant;Non;Maison;3;17200;0,936081;1;2;0.2;0.5
AG179;4194;52;Homme;45-59 ans;Autre inactif;Non;Appartement;3;53000;1,200951;9;2;0.5;0.5
AG806;20132;59;Homme;45-59 ans;Autre inactif;Non;Appartement;6;74490;1,39089;9;0;0.5;0.5
AG1349;32735;56;Homme;45-59 ans;Autre inactif;Non;Appartement;2;92000;1,321213;9;0;0.5;0.5
AG1832;48286;56;Homme;45-59 ans;Autre inactif;Non;Appartement;6;75013;1,321213;9;0;0.5;0.5
AG131;3169;56;Homme;45-59 ans;Autre inactif;Non;Maison;2;20260;1,407654;9;2;0.51;0.96
AG932;22681;51;Homme;45-59 ans;Autre inactif;Non;Maison;7;62112;1,208012;9;0;0.51;0.96
AG933;22681;51;Homme;45-59 ans;Autre inactif;Non;Maison;7;62112;1,208012;9;0;0.51;0.96
AG934;22696;58;Homme;45-59 ans;Autre inactif;Non;Maison;3;62400;1,181433;9;0;0.51;0.96
AG1649;41791;50;Homme;45-59 ans;Autre inactif;Non;Maison;7;21120;1,39089;9;0;0.51;0.96
AG1766;45057;53;Homme;45-59 ans;Autre inactif;Oui;Appartement;2;24100;1,200951;9;0;0.5;0.5
AG579;13087;58;Homme;45-59 ans;Autre inactif;Oui;Maison;4;34480;1,407654;9;0;0.51;0.96
AG580;13087;58;Homme;45-59 ans;Autre inactif;Oui;Maison;4;34480;1,407654;9;0;0.51;0.96
AG120;2825;54;Homme;45-59 ans;Cadre, profession intellectuelle superieure, profession liberale;Non;Appartement;8;69100;0,920867;3;2;0.7;1
AG121;2825;54;Homme;45-59 ans;Cadre, profession intellectuelle superieure, profession liberale;Non;Appartement;8;69100;0,920867;3;2;0.7;1
AG160;3912;56;Homme;45-59 ans;Cadre, profession intellectuelle superieure, profession liberale;Non;Appartement;8;92410;1,029818;3;1;0.7;1
AG230;5328;56;Homme;45-59 ans;Cadre, profession intellectuelle superieure, profession liberale;Non;Appartement;9;54000;0,920867;3;2;0.7;1
AG231;5328;56;Homme;45-59 ans;Cadre, profession intellectuelle superieure, profession liberale;Non;Appartement;9;54000;0,920867;3;2;0.7;1
AG725;18126;45;Homme;45-59 ans;Cadre, profession intellectuelle superieure, profession liberale;Non;Appartement;5;45000;0,920867;3;0;0.7;1
AG1483;37185;57;Homme;45-59 ans;Cadre, profession intellectuelle superieure, profession liberale;Non;Appartement;7;93160;1,029818;3;0;0.7;1
AG1484;37185;57;Homme;45-59 ans;Cadre, profession intellectuelle superieure, profession liberale;Non;Appartement;7;93160;1,029818;3;0;0.7;1
AG1711;43450;51;Homme;45-59 ans;Cadre, profession intellectuelle superieure, profession liberale;Non;Appartement;8;91800;1,029818;3;0;0.7;1
AG151;3687;50;Homme;45-59 ans;Cadre, profession intellectuelle superieure, profession liberale;Non;Maison;5;31500;0,952651;3;2;0.21;0.99
AG152;3738;57;Homme;45-59 ans;Cadre, profession intellectuelle superieure, profession liberale;Non;Maison;8;73160;1,084129;3;2;0.21;0.99
AG176;4096;48;Homme;45-59 ans;Cadre, profession intellectuelle superieure, profession liberale;Non;Maison;7;93320;1,029818;3;1;0.21;0.99
AG177;4096;48;Homme;45-59 ans;Cadre, profession intellectuelle superieure, profession liberale;Non;Maison;7;93320;1,029818;3;1;0.21;0.99
AG214;4857;54;Homme;45-59 ans;Cadre, profession intellectuelle superieure, profession liberale;Non;Maison;7;6750;1,097195;3;2;0.21;0.99
AG257;6034;55;Homme;45-59 ans;Cadre, profession intellectuelle superieure, profession liberale;Non;Maison;7;32200;0,974084;3;2;0.21;0.99
AG269;6279;58;Homme;45-59 ans;Cadre, profession intellectuelle superieure, profession liberale;Non;Maison;9;85330;0,974084;3;1;0.21;0.99
AG272;6390;59;Homme;45-59 ans;Cadre, profession intellectuelle superieure, profession liberale;Non;Maison;8;60240;1,084129;3;1;0.21;0.99
AG530;11710;57;Homme;45-59 ans;Cadre, profession intellectuelle superieure, profession liberale;Non;Maison;9;33470;0,936081;3;2;0.21;0.99
AG562;12776;55;Homme;45-59 ans;Cadre, profession intellectuelle superieure, profession liberale;Non;Maison;8;69340;0,920867;3;1;0.21;0.99
AG563;12776;55;Homme;45-59 ans;Cadre, profession intellectuelle superieure, profession liberale;Non;Maison;8;69340;0,920867;3;2;0.21;0.99
AG1098;26872;47;Homme;45-59 ans;Cadre, profession intellectuelle superieure, profession liberale;Non;Maison;1;79000;0,936081;3;0;0.21;0.99
AG1277;30910;59;Homme;45-59 ans;Cadre, profession intellectuelle superieure, profession liberale;Non;Maison;7;29890;0,974084;3;0;0.21;0.99
AG1356;32989;52;Homme;45-59 ans;Cadre, profession intellectuelle superieure, profession liberale;Non;Maison;8;34970;0,931966;3;0;0.21;0.99
AG1534;38944;59;Homme;45-59 ans;Cadre, profession intellectuelle superieure, profession liberale;Non;Maison;8;77440;1,084129;3;0;0.21;0.99
AG1782;45989;51;Homme;45-59 ans;Cadre, profession intellectuelle superieure, profession liberale;Non;Maison;8;76320;0,920867;3;0;0.21;0.99
AG1787;46168;52;Homme;45-59 ans;Cadre, profession intellectuelle superieure, profession liberale;Non;Maison;8;6130;0,931966;3;0;0.21;0.99
AG1788;46168;52;Homme;45-59 ans;Cadre, profession intellectuelle superieure, profession liberale;Non;Maison;8;6130;0,931966;3;0;0.21;0.99
AG1826;47944;59;Homme;45-59 ans;Cadre, profession intellectuelle superieure, profession liberale;Non;Maison;8;86240;0,974084;3;0;0.21;0.99
AG1997;53323;52;Homme;45-59 ans;Cadre, profession intellectuelle superieure, profession liberale;Non;Maison;8;63200;0,90485;3;0;0.21;0.99
AG2160;59427;52;Homme;45-59 ans;Cadre, profession intellectuelle superieure, profession liberale;Non;Maison;8;34590;0,915755;3;0;0.21;0.99
AG2166;59662;47;Homme;45-59 ans;Cadre, profession intellectuelle superieure, profession liberale;Non;Maison;7;64210;0,952651;3;0;0.21;0.99
AG2189;60551;55;Homme;45-59 ans;Cadre, profession intellectuelle superieure, profession liberale;Non;Maison;5;92160;1,029818;3;0;0.21;0.99
AG737;18561;45;Homme;45-59 ans;Cadre, profession intellectuelle superieure, profession liberale;Oui;Appartement;8;94000;1,029818;3;0;0.5;0.5
AG746;18668;47;Homme;45-59 ans;Cadre, profession intellectuelle superieure, profession liberale;Oui;Appartement;8;75013;1,029818;3;0;0.5;0.5
AG747;18668;47;Homme;45-59 ans;Cadre, profession intellectuelle superieure, profession liberale;Oui;Appartement;8;75013;1,029818;3;0;0.5;0.5
AG1662;42227;45;Homme;45-59 ans;Cadre, profession intellectuelle superieure, profession liberale;Oui;Appartement;7;64000;0,952651;3;0;0.5;0.5
AG1795;46366;55;Homme;45-59 ans;Cadre, profession intellectuelle superieure, profession liberale;Oui;Appartement;8;92400;1,029818;3;0;0.5;0.5
AG261;6115;48;Homme;45-59 ans;Cadre, profession intellectuelle superieure, profession liberale;Oui;Maison;8;38410;0,90485;3;2;0.21;0.99
AG262;6115;48;Homme;45-59 ans;Cadre, profession intellectuelle superieure, profession liberale;Oui;Maison;8;38410;0,90485;3;2;0.21;0.99
AG292;6608;46;Homme;45-59 ans;Cadre, profession intellectuelle superieure, profession liberale;Oui;Maison;4;34000;0,931966;3;2;0.21;0.99
AG361;8745;51;Homme;45-59 ans;Cadre, profession intellectuelle superieure, profession liberale;Oui;Maison;7;77186;1,029818;3;2;0.21;0.99
AG362;8745;51;Homme;45-59 ans;Cadre, profession intellectuelle superieure, profession liberale;Oui;Maison;7;77186;1,029818;3;2;0.21;0.99
AG363;8745;51;Homme;45-59 ans;Cadre, profession intellectuelle superieure, profession liberale;Oui;Maison;7;77186;1,029818;3;2;0.21;0.99
AG477;10649;51;Homme;45-59 ans;Cadre, profession intellectuelle superieure, profession liberale;Oui;Maison;6;34120;0,952933;3;2;0.21;0.99
AG478;10649;51;Homme;45-59 ans;Cadre, profession intellectuelle superieure, profession liberale;Oui;Maison;6;34120;0,952933;3;1;0.21;0.99
AG479;10649;51;Homme;45-59 ans;Cadre, profession intellectuelle superieure, profession liberale;Oui;Maison;6;34120;0,952933;3;1;0.21;0.99
AG651;15400;49;Homme;45-59 ans;Cadre, profession intellectuelle superieure, profession liberale;Oui;Maison;7;78520;1,029818;3;0;0.21;0.99
AG652;15400;49;Homme;45-59 ans;Cadre, profession intellectuelle superieure, profession liberale;Oui;Maison;7;78520;1,029818;3;0;0.21;0.99
AG716;17851;58;Homme;45-59 ans;Cadre, profession intellectuelle superieure, profession liberale;Oui;Maison;7;36000;0,936081;3;0;0.21;0.99
AG1272;30780;56;Homme;45-59 ans;Cadre, profession intellectuelle superieure, profession liberale;Oui;Maison;8;36250;0,936081;3;0;0.21;0.99
AG1273;30780;56;Homme;45-59 ans;Cadre, profession intellectuelle superieure, profession liberale;Oui;Maison;8;36250;0,936081;3;0;0.21;0.99
AG1390;34356;50;Homme;45-59 ans;Cadre, profession intellectuelle superieure, profession liberale;Oui;Maison;7;79410;0,974084;3;0;0.21;0.99
AG1391;34356;50;Homme;45-59 ans;Cadre, profession intellectuelle superieure, profession liberale;Oui;Maison;7;79410;0,974084;3;0;0.21;0.99
AG1513;38436;48;Homme;45-59 ans;Cadre, profession intellectuelle superieure, profession liberale;Oui;Maison;5;94170;1,029818;3;0;0.21;0.99
AG1514;38436;48;Homme;45-59 ans;Cadre, profession intellectuelle superieure, profession liberale;Oui;Maison;5;94170;1,029818;3;0;0.21;0.99
AG1555;39555;50;Homme;45-59 ans;Cadre, profession intellectuelle superieure, profession liberale;Oui;Maison;5;44190;0,974084;3;0;0.21;0.99
AG1556;39555;50;Homme;45-59 ans;Cadre, profession intellectuelle superieure, profession liberale;Oui;Maison;5;44190;0,974084;3;0;0.21;0.99
AG2146;58772;55;Homme;45-59 ans;Cadre, profession intellectuelle superieure, profession liberale;Oui;Maison;7;30290;0,952933;3;0;0.21;0.99
AG2167;59662;47;Homme;45-59 ans;Cadre, profession intellectuelle superieure, profession liberale;Oui;Maison;7;64210;0,952651;3;0;0.21;0.99
AG551;12322;58;Homme;45-59 ans;Commer̤ant, artisan, chef d'entreprise, travailleur independant;Non;Appartement;9;75008;1,029818;2;2;0.5;0.5
AG1547;39292;53;Homme;45-59 ans;Commer̤ant, artisan, chef d'entreprise, travailleur independant;Non;Appartement;2;20129;0,952933;2;0;0.5;0.5
AG61;1717;54;Homme;45-59 ans;Commer̤ant, artisan, chef d'entreprise, travailleur independant;Non;Maison;8;49270;0,974084;2;1;0.5;0.5
AG240;5618;57;Homme;45-59 ans;Commer̤ant, artisan, chef d'entreprise, travailleur independant;Non;Maison;4;71450;0,90485;2;2;0.5;0.5
AG1985;52906;53;Homme;45-59 ans;Commer̤ant, artisan, chef d'entreprise, travailleur independant;Non;Maison;8;30340;0,915755;2;0;0.5;0.5
AG894;21806;56;Homme;45-59 ans;Commer̤ant, artisan, chef d'entreprise, travailleur independant;Oui;Appartement;6;24000;0,936081;2;0;0.5;0.5
AG895;21806;56;Homme;45-59 ans;Commer̤ant, artisan, chef d'entreprise, travailleur independant;Oui;Appartement;6;24000;0,936081;2;0;0.5;0.5
AG507;11352;57;Homme;45-59 ans;Commer̤ant, artisan, chef d'entreprise, travailleur independant;Oui;Maison;6;33410;0,974084;2;2;0.5;0.5
AG1984;52906;53;Homme;45-59 ans;Commer̤ant, artisan, chef d'entreprise, travailleur independant;Oui;Maison;8;30340;0,915755;2;0;0.5;0.5
AG41;807;48;Homme;45-59 ans;Employe, personnel de service;Non;Appartement;3;54380;0,913564;5;2;0.2;0.95
AG98;2514;45;Homme;45-59 ans;Employe, personnel de service;Non;Appartement;7;13001;0,904232;5;2;0.2;0.95
AG110;2618;58;Homme;45-59 ans;Employe, personnel de service;Non;Appartement;5;35200;0,924301;5;2;0.2;0.95
AG111;2618;58;Homme;45-59 ans;Employe, personnel de service;Non;Appartement;5;35200;0,924301;5;2;0.2;0.95
AG112;2618;58;Homme;45-59 ans;Employe, personnel de service;Non;Appartement;5;35200;0,924301;5;2;0.2;0.95
AG137;3338;59;Homme;45-59 ans;Employe, personnel de service;Non;Appartement;4;75020;0,999173;5;2;0.2;0.95
