AGENT;ID;Sexe;Age;Activite;Revenu;CALCAGE;CP;TLUDA9;TLUDA5;TLCC9;TLCC5;RS3;CSP;C1;C2;C4;C3;O_C3;NRJ;QP1;QP2;QP3_A1;QP3_A2;QP3_A3;QP4;QP5_A1;QP5_A2;QP5_A3;QP5_A4;QP5_A5;QP5_A6;QP6_A1;QP6_A2;QP6_A3;QP6_A4;QP6_A5;QP6_A6;QP6_A7;QP7_M1;O_QP7_M1;QP7_M2;O_QP7_M2;QP7_M3;O_QP7_M3;QF1;QF2;QF3;QF4;QF5;QF6;QR1_A1;QR1_A2;QR1_A3;QR1_A4;QR1_A5;QR1_A6;QR1_A7;QR1_A8;QR1_A9;QR1_A10;QR1_A11;QR2;Q_F1;Q_F2;Q_F3;Q_F4;Q_F5;Q_F6;Q_F7;Q_F8;Q_F9_M1;O_Q_F9_M1;Q_F9_M2;O_Q_F9_M2;Q_F9_M3;O_Q_F9_M3;Q_F10;QE1;QE2;QE3;QE4;QE5;QE6_M1;O_QE6_M1;QE6_M2;O_QE6_M2;QE6_M3;O_QE6_M3;QE6_M4;O_QE6_M4;QE6_M5;O_QE6_M5;QE6_M6;O_QE6_M6;QE6_M7;O_QE6_M7;QE6_M8;O_QE6_M8;QE6_M9;O_QE6_M9;QE6_M10;O_QE6_M10;QE6_M11;O_QE6_M11;QE7;QE8;QA1;QA2;QA3;QA4;QA5;QC4;QC5;QC6;QC7;QC8;QC9;QC10;QC11;QC12;QC13_M1;QC13_M2;QC13_M3;QC13_M4;QC13_M5;QC13_M6;QC13_M7;QC13_M8;QC13_M9;QC13_M10;QC13_M11;QC13_M12;QC13_M13;QC14;QC15;QC16;S9;S10;QC17;S4;QC18_M1;QC18_M2;QC18_M3;QC18_M4;QC18_M5;POIDS
AG227;5254;1;2;3;7;42;69300;8;5;8;4;1;1;1;;1;1;;1;2;2;1;4;4;2;3;99;1;1;99;99;3;;3;4;;;1;5;;2;;4;;5;1;1;2;99;4;1;1;4;4;4;2;1;2;4;1;2;1;3;4;1;4;;;3;;2;;7;;3;;4;2;;;;;;;;;;;;;;;;;;;;;;;;;;;;4;1;2;1;4;4;2;3;3;6;4;99;1;1;1;6;1;13;10;9;7;8;3;5;;;;;2;;2;1;;3;7;1;5;;;;0,940204
AG228;5305;1;4;7;7;72;35000;3;2;8;4;2;3;;;1;1;;1;2;99;3;2;2;2;99;99;3;1;1;99;;;2;1;1;;2;5;;2;;;;2;1;2;2;2;2;1;1;3;2;2;1;1;2;3;2;1;2;2;4;2;3;;;3;;4;;7;;1;;3;1;;2;;1;98;Passage ¬á un tarif encadr√à;;;;;;;;;;;;;;;;;;;;;97;3;1;4;2;2;3;2;4;3;3;3;2;98;98;1;2;8;13;7;3;6;1;5;;;;;;2;;1;2;1;3;10;5;4;2;1;3;0,988619
AG229;5305;1;4;7;7;72;35000;3;2;8;4;2;3;;;1;1;;1;2;99;3;2;2;2;99;99;3;1;1;99;;;2;1;1;;2;5;;2;;;;2;1;2;2;2;2;1;1;3;2;2;1;1;2;3;2;1;2;2;4;2;3;;;3;;4;;7;;1;;3;1;;2;;1;98;Passage ¬á un tarif encadr√à;;;;;;;;;;;;;;;;;;;;;97;3;1;4;2;2;3;2;4;3;3;3;2;98;98;1;2;8;13;7;3;6;1;5;;;;;;2;;1;2;1;3;10;5;4;2;1;3;0,988619
AG230;5328;1;3;3;9;56;54000;5;3;8;4;1;1;1;;1;1;;1;2;2;2;4;3;3;99;99;3;3;3;99;;;2;2;1;;4;3;;5;;2;;5;1;2;2;3;1;1;1;3;2;2;2;1;2;4;1;2;1;3;3;1;4;;;4;;4;;7;;98;agent des Industries Electriques et gazi√ãres;4;2;;;;;;;;;;;;;;;;;;;;;;;;;;;;4;1;5;1;4;4;2;4;3;6;5;2;1;1;1;13;2;6;1;8;3;7;10;4;5;;;;1;1;1;1;;4;9;97;;;;;0,920867
AG231;5328;1;3;3;9;56;54000;5;3;8;4;1;1;1;;1;1;;1;2;2;2;4;3;3;99;99;3;3;3;99;;;2;2;1;;4;3;;5;;2;;5;1;2;2;3;1;1;1;3;2;2;2;1;2;4;1;2;1;3;3;1;4;;;4;;4;;7;;98;agent des Industries Electriques et gazi√ãres;4;2;;;;;;;;;;;;;;;;;;;;;;;;;;;;4;1;5;1;4;4;2;4;3;6;5;2;1;1;1;13;2;6;1;8;3;7;10;4;5;;;;1;1;1;1;;4;9;97;;;;;0,920867
AG232;5334;2;3;4;5;50;34070;9;5;8;4;3;1;1;NA;1;2;;2;2;2;4;2;2;1;3;99;1;2;3;2;3;NA;1;1;2;1;1;5;;2;;4;;5;NA;2;2;2;2;2;2;2;2;2;1;1;2;2;1;1;2;2;2;2;3;NA;NA;3;NA;3;;1;;5;;3;NA;1;3;1;NA;NA;;NA;;NA;;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;4;1;3;1;4;3;2;2;2;6;4;99;2;2;2;13;9;8;3;1;5;6;NA;NA;NA;NA;NA;NA;2;NA;1;2;2;1;9;4;NA;NA;NA;NA;0,881151
AG233;5375;2;3;3;9;49;14390;2;2;5;3;1;1;1;;2;1;;1;2;2;3;3;2;2;99;99;1;1;3;2;;;3;3;3;2;2;2;;5;;;;5;1;2;99;99;4;2;3;3;3;2;2;2;3;2;2;2;3;3;3;2;3;;;3;;7;;;;;;3;2;;;;;;;;;;;;;;;;;;;;;;;;;;;;4;1;5;1;3;3;2;2;2;6;2;99;2;2;1;1;3;7;13;6;;;;;;;;;2;;1;3;2;1;7;97;;;;;0,855514
AG234;5389;1;4;7;5;66;67600;5;3;1;1;1;3;;;2;1;;1;1;2;4;3;2;2;3;99;1;1;99;99;4;;2;2;;;2;2;;4;;5;;5;2;1;2;3;6;2;4;4;4;4;2;2;4;4;4;4;2;3;3;1;3;;;4;;7;;8;;1;;3;2;;;;;;;;;;;;;;;;;;;;;;;;;;;;4;1;1;1;4;4;1;4;4;1;3;99;4;1;3;6;3;8;1;2;5;13;;;;;;;2;;1;2;1;4;3;97;;;;;1,12506
AG235;5398;1;4;7;5;65;56190;3;2;3;2;2;3;;;1;1;;1;2;2;3;4;4;2;99;3;1;3;99;99;;2;3;1;;;1;2;;4;;3;;5;1;1;2;4;7;4;4;4;4;4;1;4;4;4;4;2;2;3;3;1;4;;;4;;7;;10;;4;;3;2;;;;;;;;;;;;;;;;;;;;;;;;;;;;4;1;5;1;4;4;1;7;6;4;6;3;1;1;1;13;10;1;3;8;5;7;6;;;;;;2;;1;3;2;2;8;97;;;;;1,010861
AG236;5422;2;2;5;5;33;64990;7;4;8;4;2;2;1;NA;2;3;;2;1;99;2;2;2;2;2;2;1;2;1;2;2;2;2;2;2;2;2;2;;NA;;NA;;1;NA;2;2;2;2;2;2;2;2;2;1;2;2;2;2;2;4;2;2;4;2;2;99;3;NA;4;;NA;;NA;;2;NA;1;1;2;2;5;;NA;;NA;;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;4;1;1;5;1;3;3;1;4;4;6;2;1;1;98;1;3;2;7;5;8;1;6;NA;NA;NA;NA;NA;NA;2;NA;1;2;1;3;8;97;NA;NA;NA;NA;0,892255
AG237;5526;2;2;5;4;44;84000;9;5;8;4;2;2;1;;1;1;;1;1;2;3;2;2;2;3;99;1;1;1;99;4;;4;4;4;;1;2;;3;;5;;5;1;1;2;2;4;2;2;4;4;4;1;1;4;4;2;1;1;4;2;1;4;;;4;;4;;5;;;;2;2;;;;;;;;;;;;;;;;;;;;;;;;;;;;4;1;2;2;2;4;2;3;3;3;4;99;1;1;1;13;1;7;10;5;6;3;;;;;;;2;;1;1;;4;8;97;;;;;0,892255
AG238;5570;1;4;7;8;67;44120;3;2;8;4;2;3;NA;NA;1;3;;2;1;1;2;1;2;3;99;99;1;1;99;99;NA;NA;1;1;NA;NA;1;1;;3;;NA;;1;NA;1;2;3;6;3;3;4;4;4;1;2;4;4;2;1;3;4;1;4;2;2;4;2;100;NA;;NA;;NA;;1;NA;1;1;2;1;4;;98;Une augmentation tarifaire trËs sensible de la part de mon fournisseur antÈrieur (CDiscount);NA;;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;4;3;3;NA;1;3;4;1;5;5;5;4;2;1;1;2;1;6;13;5;10;3;2;8;NA;NA;NA;NA;NA;2;NA;1;3;1;3;7;1;2;NA;NA;NA;0,988619
AG239;5573;1;2;3;8;39;92100;1;1;9;5;1;1;1;NA;1;3;;2;1;1;3;2;2;2;3;99;1;3;3;1;2;NA;1;1;3;1;1;3;;2;;4;;1;NA;1;99;2;3;3;4;4;3;3;1;3;4;2;3;3;3;1;2;4;2;3;1;3;NA;4;;6;;98;offres parrainages;3;NA;2;1;NA;1;1;;NA;;NA;;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;2;4;1;3;1;1;4;2;6;6;2;1;2;5;1;3;13;8;2;1;10;3;6;NA;NA;NA;NA;NA;NA;2;NA;1;4;3;4;10;3;2;5;1;4;1,051443
AG240;5618;1;3;2;4;57;71450;6;3;5;3;1;1;2;;1;1;;1;2;2;2;1;2;2;1;1;1;2;1;1;1;1;2;2;2;1;1;5;;4;;3;;5;1;2;2;99;4;2;1;2;4;4;1;1;3;1;2;1;2;3;2;2;1;2;4;3;;8;;1;;9;;2;2;;;;;;;;;;;;;;;;;;;;;;;;;;;;4;2;;1;4;4;1;7;6;1;4;3;5;5;3;8;6;5;1;3;13;2;;;;;;;2;;1;2;1;2;7;5;;;;;0,90485
AG241;5625;1;4;7;6;74;12490;7;4;1;1;2;3;;;1;1;;1;2;2;3;4;3;1;99;99;99;99;99;2;;;;;;3;3;2;;3;;4;;5;1;2;2;2;6;1;1;3;2;4;2;1;2;4;1;2;1;3;3;1;3;;;4;;2;;7;;8;;4;2;;;;;;;;;;;;;;;;;;;;;;;;;;;;4;1;5;1;4;4;1;3;3;1;6;99;98;1;3;13;3;6;5;8;1;2;10;;;;;;2;;2;2;1;3;4;4;;;;;1,163892
AG242;5805;1;4;7;4;65;44420;3;2;3;2;2;3;;;2;1;;1;2;2;4;4;4;1;3;99;3;1;99;99;1;;2;2;;;1;4;;3;;2;;5;1;1;99;99;5;1;1;4;4;4;2;1;4;4;1;1;2;3;4;1;3;;;4;;8;;7;;9;;4;2;;;;;;;;;;;;;;;;;;;;;;;;;;;;4;1;5;1;4;4;1;4;4;6;3;99;1;1;1;7;10;6;5;13;8;1;3;;;;;;2;;2;3;1;2;10;3;4;5;;;1,010861
AG243;5805;1;4;7;4;65;44420;3;2;3;2;2;3;;;2;1;;1;2;2;4;4;4;1;3;99;3;1;99;99;1;;2;2;;;1;4;;3;;2;;5;1;1;99;99;5;1;1;4;4;4;2;1;4;4;1;1;2;3;4;1;3;;;4;;8;;7;;9;;4;2;;;;;;;;;;;;;;;;;;;;;;;;;;;;4;1;5;1;4;4;1;4;4;6;3;99;1;1;1;7;10;6;5;13;8;1;3;;;;;;2;;2;3;1;2;10;3;4;5;;;1,010861
AG244;5807;2;4;7;6;62;30470;9;5;3;2;3;3;NA;NA;2;2;;2;1;1;4;1;1;1;99;1;1;1;99;99;NA;2;1;3;NA;NA;1;2;;3;;4;;1;NA;2;1;4;3;1;2;4;1;2;1;1;3;3;3;1;4;4;1;4;1;1;99;2;100;NA;;NA;;NA;;2;NA;1;1;2;1;98;augmentation du tarif proposÈ;NA;;NA;;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;4;3;1;3;1;4;4;1;4;3;4;4;99;98;1;1;10;7;13;2;6;3;11;5;9;8;1;NA;NA;2;NA;1;2;1;3;5;3;5;NA;NA;NA;0,934992
AG245;5876;1;4;7;7;74;71000;6;3;5;3;1;3;;;2;1;;1;2;2;3;4;3;2;2;99;3;2;2;99;3;;2;3;2;;3;3;;2;;5;;5;1;1;2;2;2;1;1;4;1;3;2;1;2;4;4;1;1;3;4;1;3;;;4;;7;;9;;10;;4;2;;;;;;;;;;;;;;;;;;;;;;;;;;;;4;1;3;1;4;1;2;3;4;3;3;99;98;1;1;7;10;8;2;3;6;5;13;1;;;;;2;;1;2;1;4;8;4;;;;;0,939013
AG246;5876;1;4;7;7;74;71000;6;3;5;3;1;3;;;2;1;;1;2;2;3;4;3;2;2;99;3;2;2;99;3;;2;3;2;;3;3;;2;;5;;5;1;1;2;2;2;1;1;4;1;3;2;1;2;4;4;1;1;3;4;1;3;;;4;;7;;9;;10;;4;2;;;;;;;;;;;;;;;;;;;;;;;;;;;;4;1;3;1;4;1;2;3;4;3;3;99;98;1;1;7;10;8;2;3;6;5;13;1;;;;;2;;1;2;1;4;8;4;;;;;0,939013
AG247;5883;2;3;5;5;50;14280;2;2;7;4;1;2;1;NA;1;7;;2;2;2;3;2;1;1;99;3;2;1;2;3;NA;3;3;4;2;2;1;4;;NA;;NA;;1;NA;2;99;4;5;3;2;4;1;3;2;4;3;2;3;1;1;4;3;3;4;NA;NA;1;100;NA;;NA;;NA;;1;NA;1;2;1;1;4;;NA;;NA;;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;4;1;1;2;3;1;2;1;4;3;4;6;1;2;3;98;8;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;1;2;2;3;2;4;4;2;NA;NA;NA;NA;0,844748
AG248;5890;2;4;7;5;62;45240;2;2;3;2;1;3;;;2;1;;1;1;2;3;2;3;2;99;99;1;1;99;99;;;2;3;;;1;4;;2;;5;;5;1;1;99;4;5;2;2;3;3;2;2;1;4;4;2;2;2;3;3;2;3;;;4;;9;;7;;1;;4;2;;;;;;;;;;;;;;;;;;;;;;;;;;;;4;1;5;1;4;4;1;6;5;4;6;99;6;1;1;13;7;1;3;8;2;6;;;;;;;2;;1;2;1;4;7;3;;;;;0,923857
AG249;5890;2;4;7;5;62;45240;2;2;3;2;1;3;;;2;1;;1;1;2;3;2;3;2;99;99;1;1;99;99;;;2;3;;;1;4;;2;;5;;5;1;1;99;4;5;2;2;3;3;2;2;1;4;4;2;2;2;3;3;2;3;;;4;;9;;7;;1;;4;2;;;;;;;;;;;;;;;;;;;;;;;;;;;;4;1;5;1;4;4;1;6;5;4;6;99;6;1;1;13;7;1;3;8;2;6;;;;;;;2;;1;2;1;4;7;3;;;;;0,923857
AG250;5904;1;4;7;8;77;83340;9;5;4;2;3;3;;;1;1;;1;2;2;1;4;2;2;2;3;1;1;2;99;2;1;2;3;2;;2;3;;5;;2;;5;1;1;1;4;6;1;2;3;2;2;2;1;2;3;2;2;1;3;4;1;3;;;3;;7;;8;;10;;3;2;;;;;;;;;;;;;;;;;;;;;;;;;;;;4;1;2;2;2;4;1;6;6;4;4;2;1;1;1;6;3;5;8;7;9;1;2;10;11;13;;;2;;1;2;1;1;7;2;1;5;;;0,988911
AG251;5952;1;4;7;7;77;84330;9;5;1;1;2;3;;;2;1;;1;2;2;3;4;3;2;99;99;1;1;99;99;;;3;4;;;2;2;;5;;3;;5;99;2;2;3;4;2;2;3;1;3;2;1;3;4;3;2;2;2;1;2;3;;;4;;7;;10;;1;;3;2;;;;;;;;;;;;;;;;;;;;;;;;;;;;4;1;6;1;2;4;1;6;5;4;4;99;5;5;1;6;7;11;9;4;8;1;3;2;13;5;;;2;;1;2;1;4;5;97;;;;;1,163892
AG252;5952;1;4;7;7;77;84330;9;5;1;1;2;3;;;2;1;;1;2;2;3;4;3;2;99;99;1;1;99;99;;;3;4;;;2;2;;5;;3;;5;99;2;2;3;4;2;2;3;1;3;2;1;3;4;3;2;2;2;1;2;3;;;4;;7;;10;;1;;3;2;;;;;;;;;;;;;;;;;;;;;;;;;;;;4;1;6;1;2;4;1;6;5;4;4;99;5;5;1;6;7;11;9;4;8;1;3;2;13;5;;;2;;1;2;1;4;5;97;;;;;1,163892
AG253;5955;1;4;7;7;78;82340;7;4;1;1;2;3;;;1;1;;1;2;2;2;3;4;1;3;3;1;3;99;99;4;4;3;2;;;2;3;;5;;2;;5;1;1;99;3;5;1;1;3;2;2;2;1;1;3;1;2;1;3;2;1;4;;;4;;9;;8;;7;;4;2;;;;;;;;;;;;;;;;;;;;;;;;;;;;4;1;1;1;4;4;1;5;4;7;1;2;4;4;1;8;4;1;5;7;6;2;3;9;13;;;;2;;1;2;1;4;7;97;;;;;1,163892
AG254;5955;1;4;7;7;78;82340;7;4;1;1;2;3;;;1;1;;1;2;2;2;3;4;1;3;3;1;3;99;99;4;4;3;2;;;2;3;;5;;2;;5;1;1;99;3;5;1;1;3;2;2;2;1;1;3;1;2;1;3;2;1;4;;;4;;9;;8;;7;;4;2;;;;;;;;;;;;;;;;;;;;;;;;;;;;4;1;1;1;4;4;1;5;4;7;1;2;4;4;1;8;4;1;5;7;6;2;3;9;13;;;;2;;1;2;1;4;7;97;;;;;1,163892
AG255;5964;1;4;4;5;65;44470;3;2;8;4;2;1;1;;1;1;;1;2;2;2;3;3;3;3;99;3;3;3;2;3;;3;3;3;3;3;2;;5;;3;;5;1;2;2;2;1;2;1;4;2;3;2;1;3;3;3;2;3;3;3;3;3;;;3;;7;;10;;8;;3;2;;;;;;;;;;;;;;;;;;;;;;;;;;;;4;1;3;1;3;3;2;3;3;5;5;99;2;2;1;3;13;2;5;7;6;8;;;;;;;2;;1;1;;3;3;97;;;;;0,770578
AG256;5994;1;4;2;8;73;75008;1;1;9;5;1;1;1;;1;1;;1;1;99;1;4;3;3;3;3;2;3;3;99;3;3;3;3;3;;4;5;;2;;3;;5;99;2;2;4;1;1;1;2;4;4;1;1;4;2;1;2;1;3;4;1;4;;;4;;3;;8;;9;;4;2;;;;;;;;;;;;;;;;;;;;;;;;;;;;4;1;7;1;4;4;2;6;5;1;4;99;3;1;1;10;3;2;1;8;6;13;7;5;;;;;2;;1;2;1;3;11;3;1;2;;;0,832997
AG257;6034;1;3;3;7;55;32200;7;4;2;2;2;1;1;;1;1;;1;2;2;3;4;4;4;99;99;1;3;99;99;;;2;2;;;2;3;;2;;5;;5;1;2;2;2;2;1;1;3;4;4;3;1;1;4;1;1;1;3;2;1;4;;;4;;8;;4;;6;;4;2;;;;;;;;;;;;;;;;;;;;;;;;;;;;4;1;1;2;3;4;1;7;5;4;6;1;5;98;1;3;13;1;6;8;7;5;;;;;;;2;;1;2;1;4;10;5;;;;;0,974084
AG258;6037;1;4;7;8;75;13320;9;5;8;4;3;3;NA;NA;2;3;;2;1;2;3;2;1;2;99;99;1;3;99;99;NA;NA;2;3;NA;NA;2;1;;5;;4;;2;NA;1;99;99;3;3;3;3;3;3;1;2;3;3;2;2;3;1;1;3;3;NA;NA;3;NA;4;;98;l Èvolution trËs dÈfavorable du prix du kwh;NA;;3;NA;1;1;1;1;98;offre par mail;NA;;NA;;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;3;1;1;3;1;4;4;1;7;6;4;6;99;5;5;1;1;3;7;8;13;5;4;2;11;NA;NA;NA;NA;2;NA;1;2;1;3;9;1;2;NA;NA;NA;0,967152
AG259;6057;2;2;5;3;43;63270;8;5;3;2;1;2;1;;1;1;;1;1;2;3;2;1;2;3;99;1;1;99;1;1;;1;1;;1;1;5;;;;;;5;2;2;2;2;3;2;2;3;3;3;1;2;3;3;2;2;3;2;1;3;2;3;1;2;50;;;;;;;2;2;;;;;;;;;;;;;;;;;;;;;;;;;;;;4;1;7;1;4;3;1;4;4;1;1;3;2;2;2;13;3;8;5;1;6;;;;;;;;2;;1;3;3;4;7;97;;;;;0,88189
AG260;6057;2;2;5;3;43;63270;8;5;3;2;1;2;1;;1;1;;1;1;2;3;2;1;2;3;99;1;1;99;1;1;;1;1;;1;1;5;;;;;;5;2;2;2;2;3;2;2;3;3;3;1;2;3;3;2;2;3;2;1;3;2;3;1;2;50;;;;;;;2;2;;;;;;;;;;;;;;;;;;;;;;;;;;;;4;1;7;1;4;3;1;4;4;1;1;3;2;2;2;13;3;8;5;1;6;;;;;;;;2;;1;3;3;4;7;97;;;;;0,88189
AG261;6115;1;3;3;8;48;38410;8;5;5;3;1;1;1;;2;1;;1;2;2;2;4;4;3;3;99;1;2;99;99;3;;3;3;;;3;4;;2;;;;5;1;1;2;3;5;1;1;4;1;4;2;1;1;4;4;3;1;3;4;1;4;;;4;;4;;9;;7;;4;2;;;;;;;;;;;;;;;;;;;;;;;;;;;;4;1;4;1;4;4;1;7;6;4;4;99;6;1;1;7;8;6;5;10;3;2;1;13;;;;;2;;1;3;2;2;11;97;;;;;0,90485
AG262;6115;1;3;3;8;48;38410;8;5;5;3;1;1;1;;2;1;;1;2;2;2;4;4;3;3;99;1;2;99;99;3;;3;3;;;3;4;;2;;;;5;1;1;2;3;5;1;1;4;1;4;2;1;1;4;4;3;1;3;4;1;4;;;4;;4;;9;;7;;4;2;;;;;;;;;;;;;;;;;;;;;;;;;;;;4;1;4;1;4;4;1;7;6;4;4;99;6;1;1;7;8;6;5;10;3;2;1;13;;;;;2;;1;3;2;2;11;97;;;;;0,90485
AG263;6116;1;4;7;8;70;40390;7;4;1;1;2;3;;;2;1;;1;2;2;2;4;4;2;2;2;1;2;99;99;2;2;2;2;;;2;2;;5;;4;;5;1;1;99;99;8;2;1;2;2;2;3;1;2;3;2;2;2;3;2;2;3;;;3;;6;;9;;7;;3;2;;;;;;;;;;;;;;;;;;;;;;;;;;;;4;1;1;4;2;2;1;7;6;4;6;99;1;1;1;5;11;3;6;1;7;13;10;2;8;9;;;2;;1;2;1;3;10;97;;;;;1,163892
AG264;6194;2;4;7;4;67;14630;2;2;2;2;1;3;;;2;1;;1;2;2;3;3;3;2;3;99;1;1;99;99;3;;2;2;;;2;2;;4;;5;;5;1;1;2;2;4;2;2;4;3;3;2;2;2;4;3;2;1;3;3;1;3;;;4;;8;;;;;;4;2;;;;;;;;;;;;;;;;;;;;;;;;;;;;4;1;5;2;3;3;1;5;6;3;6;3;5;1;1;8;1;5;13;7;6;10;2;3;;;;;2;;2;2;1;4;5;97;;;;;0,923857
AG265;6194;2;4;7;4;67;14630;2;2;2;2;1;3;;;2;1;;1;2;2;3;3;3;2;3;99;1;1;99;99;3;;2;2;;;2;2;;4;;5;;5;1;1;2;2;4;2;2;4;3;3;2;2;2;4;3;2;1;3;3;1;3;;;4;;8;;;;;;4;2;;;;;;;;;;;;;;;;;;;;;;;;;;;;4;1;5;2;3;3;1;5;6;3;6;3;5;1;1;8;1;5;13;7;6;10;2;3;;;;;2;;2;2;1;4;5;97;;;;;0,923857
AG266;6197;2;4;7;4;70;30620;9;5;7;4;3;3;;;1;1;;1;1;1;3;3;3;2;99;99;1;3;99;99;;;3;2;;;2;3;;5;;2;;5;99;2;2;3;3;1;1;3;2;3;2;2;2;4;2;2;1;3;4;1;4;;;4;;1;;9;;5;;3;2;;;;;;;;;;;;;;;;;;;;;;;;;;;;4;1;1;1;4;3;2;3;3;6;3;2;1;1;1;6;8;5;1;2;9;7;10;4;3;;;;2;;1;1;;4;4;2;1;;;;0,914419
AG267;6254;1;4;7;6;72;3500;8;5;3;2;1;3;;;2;1;;1;1;2;3;3;3;2;99;99;1;3;99;99;;;2;2;;;2;3;;2;;5;;5;1;1;2;4;5;1;1;3;1;2;2;1;3;4;3;1;1;3;3;1;4;;;4;;8;;7;;1;;4;2;;;;;;;;;;;;;;;;;;;;;;;;;;;;4;1;2;1;3;4;1;7;6;4;6;99;6;1;3;8;5;7;2;1;13;3;10;6;;;;;2;;1;2;1;4;2;97;;;;;0,977134
AG268;6256;1;1;4;3;26;93170;1;1;9;5;1;1;2;;1;1;;1;2;2;4;4;1;1;1;99;1;1;99;99;1;;1;1;;;1;2;;5;;4;;1;1;2;2;99;1;4;4;4;4;4;1;4;4;4;4;4;4;3;1;1;1;1;99;3;;10;;;;;;2;2;;;;;;;;;;;;;;;;;;;;;;;;;;;;4;2;;1;4;4;2;2;2;5;1;99;3;3;1;2;13;3;;;;;;;;;;;2;;2;1;;1;1;97;;;;;1,095174
AG269;6279;1;3;3;9;58;85330;3;2;2;2;2;1;1;;1;1;;1;2;2;3;3;2;1;99;99;1;1;99;1;;;3;3;;3;2;4;;3;;5;;5;99;1;99;99;99;2;2;3;3;3;2;2;3;3;3;3;3;3;3;3;3;;;3;;4;;8;;1;;2;2;;;;;;;;;;;;;;;;;;;;;;;;;;;;4;3;;1;3;3;1;4;4;3;6;99;5;5;3;3;1;7;5;8;13;6;2;;;;;;2;;1;2;1;4;9;97;;;;;0,974084
AG270;6330;2;4;7;5;66;84310;9;5;8;4;2;3;NA;NA;2;3;;2;1;2;2;2;1;2;1;99;1;2;99;1;4;NA;2;2;NA;2;2;1;;3;;5;;2;NA;2;2;3;5;2;3;3;3;3;1;2;3;3;3;2;2;4;2;3;3;NA;NA;3;NA;6;;5;;4;;3;NA;1;1;1;3;10;;NA;;NA;;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;3;1;1;3;1;4;4;1;4;6;4;6;99;6;1;3;12;1;8;6;5;13;2;10;3;NA;NA;NA;NA;1;2;1;2;1;4;5;4;NA;NA;NA;NA;0,934715
AG271;6371;1;3;5;9;59;16440;3;2;1;1;2;2;1;NA;4;2;;2;1;99;3;1;1;2;1;1;1;1;2;99;1;1;4;1;1;NA;1;4;;2;;NA;;4;NA;1;99;1;5;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;4;4;2;3;3;NA;NA;3;NA;5;;4;;NA;;3;NA;1;3;1;NA;NA;;NA;;NA;;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;1;1;4;1;4;4;1;6;6;5;4;99;6;1;1;10;6;3;1;2;7;8;11;13;NA;NA;NA;NA;1;1;1;2;1;4;7;2;NA;NA;NA;NA;1,088172
AG272;6390;1;3;3;8;59;60240;6;3;1;1;1;1;1;;1;1;;1;2;2;2;4;4;3;99;99;1;3;3;1;;;3;2;2;2;2;3;;2;;5;;5;1;2;1;99;8;1;1;3;2;2;2;1;2;3;2;2;2;3;3;2;4;;;3;;1;;5;;7;;3;2;;;;;;;;;;;;;;;;;;;;;;;;;;;;4;1;3;3;2;4;1;7;6;1;6;99;6;1;3;13;10;2;8;1;5;6;3;;;;;;2;;1;2;1;4;10;97;;;;;1,084129
AG273;6406;2;2;5;9;43;74100;8;5;7;4;1;2;1;;1;1;;1;2;2;3;3;3;2;99;99;2;2;99;99;;;2;2;;;2;3;;;;;;5;1;2;2;99;2;2;2;2;2;2;1;2;2;2;2;2;2;3;2;2;3;;;3;;1;;4;;;;3;2;;;;;;;;;;;;;;;;;;;;;;;;;;;;4;3;;2;3;3;2;2;2;3;4;2;3;3;1;13;3;8;7;6;1;;;;;;;;2;;2;2;1;4;5;97;;;;;0,862486
AG274;6422;2;3;3;9;52;75014;1;1;9;5;1;1;1;;2;1;;1;2;2;3;3;3;2;2;2;3;2;2;99;2;2;3;3;3;;3;5;;3;;2;;5;2;2;2;4;6;2;2;2;2;2;2;2;2;2;2;2;2;2;4;1;3;;;3;;10;;1;;8;;2;2;;;;;;;;;;;;;;;;;;;;;;;;;;;;4;3;;2;3;3;2;4;3;6;2;99;1;1;1;13;3;1;8;2;6;4;;;;;;;2;;2;3;1;3;8;3;;;;;0,973669
